"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 17 13:16:19 WET 2023","Fri Feb 17 13:17:13 WET 2023","54863","","Authentication tests","","TestAuthentication","Login","Login as master admin","
SetUp SetUp method failed
"
