"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 13:28:57 WET 2023","Fri Feb 17 13:29:37 WET 2023","40572","","Authentication tests","","TestAuthentication","Login","Login as master admin",""
